CT,lon,lat,O_Area_km2,ID_3,P_Area_km2
1074,-15.84695,14.8611,5.62411,92472,5.62411
1153,-15.60853,13.76196,151.4176,92483,50.69419
1153,-15.60853,13.76196,151.4176,92490,81.23589
1153,-15.60853,13.76196,151.4176,92491,19.48752
894,-16.18192,14.69715,94.84829,92470,94.84829
1198,-15.4681,16.58907,45.09803,92519,45.09803
475,-17.22592,14.69908,4.91221,92465,4.91221
605,-16.81394,14.9545,1.14761,92547,1.14761
583,-16.87581,14.29091,59.88311,92539,22.654
583,-16.87581,14.29091,59.88311,92540,37.22911
682,-16.52391,14.71418,45.01446,92467,28.08397
682,-16.52391,14.71418,45.01446,92468,16.93049
1464,-13.6762,13.76786,1.81999,92535,1.81999
735,-16.41223,12.67181,127.55171,92550,127.55171
1122,-15.70038,16.47206,3.98274,92519,0.55614
1122,-15.70038,16.47206,3.98274,92521,3.4266
1090,-15.82151,12.78124,86.29197,92498,6.77043
1090,-15.82151,12.78124,86.29197,92499,79.52154
891,-16.15984,14.56893,125.68218,92482,4.49919
891,-16.15984,14.56893,125.68218,92470,99.62987
891,-16.15984,14.56893,125.68218,92473,21.55311
403,-17.33465,14.77464,0.69635,92464,0.69635
454,-17.27032,14.71557,0.34708,92465,0.34708
997,-15.91651,13.91073,82.7107,92489,74.62633
997,-15.91651,13.91073,82.7107,92491,8.08438
1419,-13.99368,13.71074,298.28809,92535,18.0783
1419,-13.99368,13.71074,298.28809,92536,280.20979
1206,-15.42392,13.9716,150.73009,92483,7.45089
1206,-15.42392,13.9716,150.73009,92486,143.27919
906,-16.109,14.14228,25.95457,92487,14.64088
906,-16.109,14.14228,25.95457,92488,11.31369
383,-17.35922,14.78737,1.02233,92464,1.02233
94,-17.46165,14.68818,0.32787,92463,0.32787
903,-16.13178,16.22935,195.21392,92521,195.21392
1372,-14.34516,14.08216,210.42284,92534,210.42284
1135,-15.61147,14.39817,166.9707,92483,16.19624
1135,-15.61147,14.39817,166.9707,92485,150.77446
1400,-14.14774,16.46415,51.72838,92522,51.72838
1121,-15.66619,13.02036,98.16311,92496,98.16311
1169,-15.55286,14.11687,102.55589,92483,29.12945
1169,-15.55286,14.11687,102.55589,92485,73.42644
1398,-14.19367,15.08501,1614.47135,92516,1614.47135
508,-17.01671,14.59078,38.43202,92539,38.43202
851,-16.22574,12.8063,3.99771,92551,3.99771
102,-17.45891,14.71219,0.19954,92463,0.19954
626,-16.72251,12.96082,60.04343,92548,60.04343
288,-17.42434,14.76212,0.24559,92464,0.24559
38,-17.47447,14.72392,0.37362,92463,0.37362
774,-16.3746,12.91007,144.66045,92548,115.85415
774,-16.3746,12.91007,144.66045,92549,28.54059
774,-16.3746,12.91007,144.66045,92550,0.26572
910,-16.10511,14.24453,52.2087,92481,15.80131
910,-16.10511,14.24453,52.2087,92482,24.08395
910,-16.10511,14.24453,52.2087,92487,12.32344
942,-16.06106,14.15648,3.07764,92481,1.47433
942,-16.06106,14.15648,3.07764,92487,1.6033
1361,-14.44502,14.18378,236.60764,92534,236.60764
712,-16.4899,16.01574,0.34711,92520,0.34711
178,-17.44693,14.75562,0.16232,92463,0.16232
1641,-12.06182,13.14835,139.88537,92533,139.88537
824,-16.26423,12.4862,76.94636,92554,43.72966
824,-16.26423,12.4862,76.94636,92555,33.2167
1029,-15.89855,16.30025,262.81451,92521,262.81451
456,-17.26886,14.78374,5.91318,92465,5.91318
624,-16.7123,12.35693,25.66365,92552,25.66365
1658,-11.55634,13.1529,330.80652,92533,330.80652
846,-16.22345,12.82353,55.07521,92551,55.07521
655,-16.63231,15.10002,35.67719,92544,15.96506
655,-16.63231,15.10002,35.67719,92545,19.71213
1126,-15.63359,14.89584,336.11164,92480,22.80722
1126,-15.63359,14.89584,336.11164,92472,8.1971
1126,-15.63359,14.89584,336.11164,92508,305.10732
888,-16.18455,14.07765,133.89218,92488,91.86188
888,-16.18455,14.07765,133.89218,92477,42.0303
313,-17.40638,14.7516,0.68167,92464,0.68167
73,-17.46597,14.70582,0.3406,92463,0.3406
1099,-15.74285,14.76672,193.36951,92480,106.51745
1099,-15.74285,14.76672,193.36951,92471,28.60109
1099,-15.74285,14.76672,193.36951,92472,58.25097
541,-16.94394,14.77742,2.3212,92542,2.3212
429,-17.3008,14.75282,2.20404,92465,2.20404
887,-16.16119,13.6799,129.03473,92492,8.70733
887,-16.16119,13.6799,129.03473,92479,120.3274
750,-16.39355,14.40693,72.45872,92475,69.53176
750,-16.39355,14.40693,72.45872,92476,2.92696
703,-16.49773,16.02466,0.58669,92520,0.58669
1576,-12.65364,13.01096,589.73779,92530,589.73779
695,-16.50762,16.01652,1.91593,92520,1.91593
662,-16.61834,13.91247,215.71875,92477,0.00047
662,-16.61834,13.91247,215.71875,92478,212.93558
662,-16.61834,13.91247,215.71875,92479,2.78271
1100,-15.78485,13.01704,321.9674,92549,20.76492
1100,-15.78485,13.01704,321.9674,92496,301.20249
885,-16.19026,12.65335,98.44642,92551,98.10142
885,-16.19026,12.65335,98.44642,92554,0.345
946,-16.07482,13.76405,81.47594,92492,81.47594
255,-17.43517,14.74191,0.31869,92463,0.31869
743,-16.4327,13.70145,74.62507,92479,74.62507
412,-17.3275,14.77657,0.94582,92464,0.94582
1574,-12.68151,15.07464,43.88861,92517,19.49515
1574,-12.68151,15.07464,43.88861,92527,24.39346
381,-17.36181,14.77821,0.60692,92464,0.60692
1091,-15.82115,16.48361,52.18373,92521,52.18373
1221,-15.3374,14.81258,362.16438,92507,362.16438
1490,-13.53557,16.12758,44.61189,92516,0.61352
1490,-13.53557,16.12758,44.61189,92518,43.99838
1495,-13.5213,15.81507,133.96037,92516,105.69748
1495,-13.5213,15.81507,133.96037,92518,28.26289
837,-16.23967,14.42909,52.94539,92473,52.94539
597,-16.83505,14.91689,26.31057,92547,26.31057
1329,-14.68151,13.68865,344.37129,92534,23.61386
1329,-14.68151,13.68865,344.37129,92536,320.75744
548,-16.95705,14.61802,68.46331,92539,38.17647
548,-16.95705,14.61802,68.46331,92541,30.28684
1604,-12.44875,13.70679,828.00684,92526,706.70149
1604,-12.44875,13.70679,828.00684,92529,121.30535
1223,-15.30022,14.06658,151.9228,92485,132.11171
1223,-15.30022,14.06658,151.9228,92486,19.81109
645,-16.68051,14.47828,74.08044,92538,34.59491
645,-16.68051,14.47828,74.08044,92540,39.48554
1113,-15.75071,14.22236,145.45776,92481,1.23955
1113,-15.75071,14.22236,145.45776,92483,144.21821
229,-17.43947,14.75591,0.11454,92463,0.11454
210,-17.44238,14.72357,0.28126,92463,0.28126
1408,-14.09125,13.14949,62.57803,92502,62.57803
442,-17.28561,14.71466,0.41587,92465,0.41587
935,-16.06921,14.16387,0.67691,92487,0.67691
840,-16.25184,12.74725,62.54122,92551,62.54122
1665,-11.45134,12.65799,162.12739,92531,38.98614
1665,-11.45134,12.65799,162.12739,92533,123.14125
1344,-14.53966,14.67285,634.27417,92534,19.33926
1344,-14.53966,14.67285,634.27417,92507,614.93491
651,-16.64746,14.64868,35.89369,92468,3.55039
651,-16.64746,14.64868,35.89369,92538,17.27285
651,-16.64746,14.64868,35.89369,92543,15.07045
1430,-13.95398,13.87609,331.92046,92535,322.9092
1430,-13.95398,13.87609,331.92046,92536,9.01127
1503,-13.47326,13.85959,114.29254,92535,34.83254
1503,-13.47326,13.85959,114.29254,92537,14.03718
1503,-13.47326,13.85959,114.29254,92526,36.18621
1503,-13.47326,13.85959,114.29254,92528,29.23662
569,-16.91417,14.78289,0.4368,92542,0.4368
107,-17.45938,14.73725,0.20527,92463,0.20527
1513,-13.34027,13.37331,485.83385,92537,285.59982
1513,-13.34027,13.37331,485.83385,92526,200.23403
394,-17.35273,14.74945,0.67005,92464,0.67005
696,-16.50521,16.02531,0.70439,92520,0.70439
1431,-13.95439,13.03112,222.09824,92501,132.82909
1431,-13.95439,13.03112,222.09824,92502,89.26915
1183,-15.51232,15.78827,678.24662,92519,9.46181
1183,-15.51232,15.78827,678.24662,92510,414.9306
1183,-15.51232,15.78827,678.24662,92511,253.85421
1638,-12.14014,13.24314,723.08544,92533,654.70504
1638,-12.14014,13.24314,723.08544,92526,16.189
1638,-12.14014,13.24314,723.08544,92529,52.19141
1594,-12.45876,14.90003,3.26688,92527,3.26688
250,-17.43294,14.67326,0.19978,92463,0.19978
505,-17.04131,14.4533,5.24701,92539,5.24701
800,-16.28919,12.58502,9.34659,92551,4.6776
800,-16.28919,12.58502,9.34659,92554,4.66899
202,-17.44321,14.67812,0.21135,92463,0.21135
1355,-14.52303,14.44348,170.00903,92534,170.00903
129,-17.45457,14.75677,0.13677,92463,0.13677
469,-17.24659,14.80615,39.22742,92465,39.22742
474,-17.23249,14.69013,0.6496,92465,0.6496
292,-17.42465,14.74965,0.66999,92463,0.48785
292,-17.42465,14.74965,0.66999,92464,0.18213
963,-16.01205,14.04397,133.14101,92488,38.47717
963,-16.01205,14.04397,133.14101,92489,94.66384
514,-17.02133,15.00315,77.00478,92544,18.78164
514,-17.02133,15.00315,77.00478,92547,58.22314
613,-16.77526,14.93431,59.51589,92547,59.51589
1388,-14.20856,16.35568,136.97068,92522,136.97068
1056,-15.87183,14.85472,0.26104,92472,0.26104
1262,-15.0102,14.96845,861.79491,92507,861.79491
1529,-13.18586,15.50041,105.30325,92515,65.81395
1529,-13.18586,15.50041,105.30325,92516,39.4893
847,-16.23665,14.65639,0.67161,92470,0.67161
628,-16.74274,13.91477,52.15467,92474,1.29377
628,-16.74274,13.91477,52.15467,92478,50.8609
1652,-11.66156,12.48783,350.32098,92531,350.32098
1336,-14.63352,16.56888,100.17163,92523,100.17163
663,-16.59284,14.54563,91.29382,92538,91.29382
606,-16.81656,14.95005,0.67806,92547,0.67806
552,-16.93254,14.79768,0.34481,92542,0.34481
1055,-15.87364,14.86143,0.25968,92472,0.25968
1475,-13.66488,13.77538,1.08186,92535,1.08186
791,-16.29984,12.58355,50.19513,92550,14.39951
791,-16.29984,12.58355,50.19513,92551,14.89225
791,-16.29984,12.58355,50.19513,92554,18.04393
791,-16.29984,12.58355,50.19513,92555,2.85945
1296,-14.92683,13.09881,484.7394,92494,25.30213
1296,-14.92683,13.09881,484.7394,92495,459.43727
337,-17.38744,14.77999,0.28295,92464,0.28295
251,-17.43586,14.75623,0.25284,92463,0.25284
727,-16.47356,14.69713,22.53355,92467,6.95641
727,-16.47356,14.69713,22.53355,92468,15.57714
510,-17.03742,14.8776,55.38442,92547,55.38442
1224,-15.29839,13.92597,200.24081,92486,200.24081
307,-17.41296,14.77501,0.53762,92464,0.53762
1158,-15.57877,15.3447,178.54362,92508,174.67933
1158,-15.57877,15.3447,178.54362,92510,3.86429
78,-17.46646,14.74089,0.25625,92463,0.25625
39,-17.47509,14.71136,0.18703,92463,0.18703
848,-16.23914,14.67066,2.07544,92470,2.07544
875,-16.21683,15.62531,0.75423,92513,0.75423
637,-16.72977,14.07001,65.97834,92540,9.122
637,-16.72977,14.07001,65.97834,92474,56.05757
637,-16.72977,14.07001,65.97834,92478,0.79877
1346,-14.57778,14.0069,124.60818,92534,42.85135
1346,-14.57778,14.0069,124.60818,92484,81.75683
365,-17.37185,14.74912,0.43337,92464,0.43337
1141,-15.6159,16.15419,127.19007,92519,127.19007
1053,-15.8605,15.08218,163.31452,92504,127.7496
1053,-15.8605,15.08218,163.31452,92508,35.56491
145,-17.45231,14.76241,0.45471,92463,0.45471
1263,-15.02346,15.45544,368.99688,92507,8.1806
1263,-15.02346,15.45544,368.99688,92509,339.26426
1263,-15.02346,15.45544,368.99688,92510,21.55201
1647,-11.93107,12.88454,539.15157,92533,539.15157
821,-16.29373,14.56947,91.11092,92470,25.52235
821,-16.29373,14.56947,91.11092,92473,28.17624
821,-16.29373,14.56947,91.11092,92475,37.41233
623,-16.75614,14.33565,72.86277,92540,66.03311
623,-16.75614,14.33565,72.86277,92474,6.82967
668,-16.58369,12.57096,117.00236,92553,113.18865
668,-16.58369,12.57096,117.00236,92555,3.81372
395,-17.35081,14.78141,0.67026,92464,0.67026
321,-17.398,14.74934,0.29509,92464,0.29509
1207,-15.37758,14.71737,132.61707,92480,99.59508
1207,-15.37758,14.71737,132.61707,92485,11.1213
1207,-15.37758,14.71737,132.61707,92507,21.90069
647,-16.63038,14.178,157.36235,92474,157.36235
698,-16.50542,16.03091,0.7323,92520,0.7323
1160,-15.5413,12.70755,85.62064,92498,42.36485
1160,-15.5413,12.70755,85.62064,92500,43.25578
1351,-14.53662,14.50914,185.49132,92534,123.22482
1351,-14.53662,14.50914,185.49132,92507,62.2665
975,-15.9971,14.33875,64.88503,92481,23.49117
975,-15.9971,14.33875,64.88503,92482,41.39386
147,-17.45118,14.67856,0.12503,92463,0.12503
1151,-15.63523,12.93625,169.39715,92498,44.95858
1151,-15.63523,12.93625,169.39715,92496,124.43857
345,-17.38445,14.77957,0.28691,92464,0.28691
87,-17.4632,14.71781,0.28087,92463,0.28087
1187,-15.52437,14.46766,202.69471,92485,202.69471
1104,-15.76047,12.53277,67.96742,92497,67.96742
964,-16.00589,12.64557,64.60813,92497,0.12353
964,-16.00589,12.64557,64.60813,92498,1.47884
964,-16.00589,12.64557,64.60813,92499,19.26286
964,-16.00589,12.64557,64.60813,92551,9.63018
964,-16.00589,12.64557,64.60813,92554,34.11271
711,-16.49252,16.02813,0.41091,92520,0.41091
1235,-15.26753,15.42589,217.34272,92509,101.07967
1235,-15.26753,15.42589,217.34272,92510,116.26306
154,-17.45142,14.73213,0.24835,92463,0.24835
1306,-14.79675,14.82525,744.91828,92507,744.91828
1376,-14.30476,15.75487,638.08524,92522,177.74812
1376,-14.30476,15.75487,638.08524,92524,460.33712
1330,-14.71456,14.39217,201.52997,92484,201.52997
1649,-11.75144,12.88132,370.82086,92533,370.82086
658,-16.61609,13.72115,133.13276,92478,13.40371
658,-16.61609,13.72115,133.13276,92479,119.72905
763,-16.35805,12.84651,56.92951,92548,5.70685
763,-16.35805,12.84651,56.92951,92549,1.2925
763,-16.35805,12.84651,56.92951,92550,49.93015
1019,-15.89733,14.88279,1.67694,92472,1.67694
959,-16.01661,14.72223,123.03455,92470,1.17851
959,-16.01661,14.72223,123.03455,92471,98.11036
959,-16.01661,14.72223,123.03455,92472,23.74568
322,-17.39817,14.77845,0.53307,92464,0.53307
1633,-12.18318,12.55372,14.7424,92531,10.5445
1633,-12.18318,12.55372,14.7424,92530,4.1979
664,-16.61433,14.80335,61.45209,92466,1.18384
664,-16.61433,14.80335,61.45209,92467,36.32592
664,-16.61433,14.80335,61.45209,92543,23.94233
1270,-15.00749,14.45148,426.28233,92484,165.16094
1270,-15.00749,14.45148,426.28233,92485,261.1214
1088,-15.78545,12.55853,70.53802,92497,53.17578
1088,-15.78545,12.55853,70.53802,92498,17.36224
944,-16.06395,14.16834,14.31487,92481,12.35377
944,-16.06395,14.16834,14.31487,92487,1.96111
673,-16.59419,15.15592,138.46182,92505,48.81737
673,-16.59419,15.15592,138.46182,92544,22.23275
673,-16.59419,15.15592,138.46182,92545,67.4117
1238,-15.19369,16.50077,175.15915,92525,175.15915
246,-17.4345,14.66275,0.16584,92463,0.16584
494,-17.10972,14.9308,25.84171,92542,3.52004
494,-17.10972,14.9308,25.84171,92547,22.32167
390,-17.35596,14.73807,0.57684,92464,0.57684
1359,-14.46144,16.60853,111.53219,92523,111.53219
936,-16.0663,14.14426,1.02004,92487,1.02004
439,-17.28579,14.77158,1.95648,92465,1.95648
1363,-14.41455,13.55991,233.10188,92536,233.10188
1373,-14.35082,14.45587,785.62748,92516,0.4465
1373,-14.35082,14.45587,785.62748,92534,785.14479
1373,-14.35082,14.45587,785.62748,92507,0.03619
742,-16.43043,12.82159,69.50368,92548,3.79146
742,-16.43043,12.82159,69.50368,92550,65.71222
1499,-13.51033,16.04367,153.44463,92516,68.62695
1499,-13.51033,16.04367,153.44463,92518,84.81768
1399,-14.186,12.89409,124.97382,92502,20.54921
1399,-14.186,12.89409,124.97382,92493,104.42461
952,-16.03421,15.53373,132.13348,92512,103.731
952,-16.03421,15.53373,132.13348,92513,28.40248
591,-16.85245,14.56316,87.96996,92538,13.46176
591,-16.85245,14.56316,87.96996,92539,11.73397
591,-16.85245,14.56316,87.96996,92540,6.23668
591,-16.85245,14.56316,87.96996,92541,56.53756
183,-17.44474,14.70636,0.24641,92463,0.24641
1101,-15.7451,16.29826,125.34227,92519,98.1806
1101,-15.7451,16.29826,125.34227,92521,27.16168
1299,-14.81462,12.94204,347.82408,92493,3.8437
1299,-14.81462,12.94204,347.82408,92495,343.98037
598,-16.79322,14.50744,75.25872,92538,42.32779
598,-16.79322,14.50744,75.25872,92540,32.93094
361,-17.37516,14.75614,0.52575,92464,0.52575
1175,-15.49865,14.33482,194.75762,92485,194.75762
1229,-15.25043,12.7136,151.85732,92500,151.85732
672,-16.56044,13.13831,249.97279,92548,236.68377
672,-16.56044,13.13831,249.97279,92549,13.28902
336,-17.39044,14.78436,0.74875,92464,0.74875
1313,-14.81494,16.46073,232.3725,92523,206.95602
1313,-14.81494,16.46073,232.3725,92525,25.41648
745,-16.41778,12.38074,124.44024,92552,52.0568
745,-16.41778,12.38074,124.44024,92553,1.85117
745,-16.41778,12.38074,124.44024,92555,70.53227
418,-17.31859,14.73875,0.51394,92464,0.49829
418,-17.31859,14.73875,0.51394,92465,0.01565
1124,-15.65611,12.64294,169.86443,92498,169.86443
1389,-14.18567,13.10398,111.79373,92502,111.79373
1421,-13.97164,16.03789,193.44849,92518,0.87435
1421,-13.97164,16.03789,193.44849,92524,192.57415
1079,-15.83417,14.8079,69.03893,92471,14.83247
1079,-15.83417,14.8079,69.03893,92472,54.20646
344,-17.38332,14.76496,0.25239,92464,0.25239
981,-15.91731,15.92246,562.23204,92511,562.23204
179,-17.44637,14.67747,0.19755,92463,0.19755
1458,-13.70765,15.97743,201.20687,92518,201.20687
68,-17.46615,14.75055,0.24839,92463,0.24839
1640,-12.03753,14.10114,864.89323,92529,864.89323
877,-16.20992,15.60169,31.29098,92513,31.29098
818,-16.26601,12.67922,71.94806,92551,71.94806
1197,-15.468,14.83431,287.11821,92480,72.35501
1197,-15.468,14.83431,287.11821,92507,110.20251
1197,-15.468,14.83431,287.11821,92508,104.56069
214,-17.44046,14.66959,0.0789,92463,0.0789
1021,-15.87836,14.33437,60.51394,92481,60.51394
1011,-15.90459,14.8157,5.3235,92472,5.3235
1110,-15.76456,13.24563,222.89356,92549,12.63239
1110,-15.76456,13.24563,222.89356,92496,210.26117
443,-17.28026,14.7235,0.48811,92465,0.48811
488,-17.13688,14.74581,6.77881,92465,5.19601
488,-17.13688,14.74581,6.77881,92542,1.5828
41,-17.47526,14.71309,0.29393,92463,0.29393
853,-16.24023,15.63513,19.90924,92514,0.23604
853,-16.24023,15.63513,19.90924,92513,19.6732
272,-17.43014,14.76523,0.21939,92464,0.21939
817,-16.27877,13.85557,91.61254,92492,0.01698
817,-16.27877,13.85557,91.61254,92477,21.92279
817,-16.27877,13.85557,91.61254,92479,69.67276
772,-16.35382,15.14221,142.53049,92545,62.71018
772,-16.35382,15.14221,142.53049,92546,79.82032
49,-17.47059,14.72822,0.24301,92463,0.24301
1386,-14.29143,12.74052,202.50821,92503,83.45554
1386,-14.29143,12.74052,202.50821,92493,119.05267
446,-17.27618,14.74469,3.65535,92465,3.65535
833,-16.25818,15.22237,113.58016,92504,7.29125
833,-16.25818,15.22237,113.58016,92506,80.29001
833,-16.25818,15.22237,113.58016,92546,25.99891
634,-16.69893,14.63039,53.34538,92538,51.08001
634,-16.69893,14.63039,53.34538,92541,2.26537
771,-16.3621,14.69082,71.2524,92468,71.22482
771,-16.3621,14.69082,71.2524,92470,0.02758
297,-17.41797,14.73887,0.35621,92463,0.00933
297,-17.41797,14.73887,0.35621,92464,0.34688
1287,-14.93269,12.89385,2.39309,92494,2.39309
843,-16.24377,14.66652,7.41821,92470,7.41821
558,-16.92954,14.8159,4.60179,92542,4.60179
1222,-15.31299,15.20524,406.24746,92507,150.30453
1222,-15.31299,15.20524,406.24746,92508,121.93175
1222,-15.31299,15.20524,406.24746,92509,134.01118
228,-17.43806,14.67981,0.32808,92463,0.32808
670,-16.61722,14.88515,59.38628,92466,46.5782
670,-16.61722,14.88515,59.38628,92543,12.80808
354,-17.37832,14.7594,0.36791,92464,0.36791
192,-17.44592,14.7018,0.30487,92463,0.30487
886,-16.17778,12.59358,65.60736,92551,20.92507
886,-16.17778,12.59358,65.60736,92554,44.68229
