CT,lon,lat,O_Area_km2,ID_2,P_Area_km2
448,-17.27685,14.7178,0.58671,31079,0.58671
1202,-15.43446,15.6436,320.23489,31093,320.23489
231,-17.43925,14.73579,0.25601,31077,0.25601
718,-16.47658,15.98839,18.96314,31096,18.96314
1517,-13.3242,15.61638,28.76404,31095,28.76404
1403,-14.15835,16.26025,131.51583,31097,131.51583
279,-17.42571,14.76877,0.26911,31078,0.26911
83,-17.4623,14.7493,0.28305,31077,0.28305
1052,-15.86826,13.63818,88.93953,31088,88.93953
197,-17.44213,14.66651,0.10413,31077,0.10413
452,-17.27184,14.7223,0.48096,31079,0.48096
369,-17.37042,14.76055,0.36042,31078,0.36042
1555,-12.94766,13.8399,631.92938,31098,631.92938
88,-17.46355,14.73811,0.22952,31077,0.22952
979,-16.00073,16.13368,289.18965,31094,59.76595
979,-16.00073,16.13368,289.18965,31096,229.4237
998,-15.91425,14.83752,8.64942,31082,8.64942
529,-16.97188,14.802,13.95543,31102,13.14396
529,-16.97188,14.802,13.95543,31103,0.81147
447,-17.28447,14.76146,3.4538,31079,3.4538
1382,-14.3047,13.62418,302.74906,31100,302.74906
996,-15.95078,14.50886,109.97192,31082,32.53973
996,-15.95078,14.50886,109.97192,31085,77.43218
1666,-11.37331,12.46543,65.9133,31099,65.9133
683,-16.53084,14.80501,69.89802,31080,69.89802
985,-15.95001,15.03373,122.34434,31082,8.15998
985,-15.95001,15.03373,122.34434,31092,114.18436
1348,-14.53023,13.94936,165.2468,31100,165.2468
409,-17.3333,14.73499,1.26247,31078,1.26247
566,-16.92215,14.79683,0.95502,31102,0.95502
466,-17.25666,14.75824,7.77167,31079,7.77167
1433,-13.8767,15.77101,1039.32725,31095,1031.21189
1433,-13.8767,15.77101,1039.32725,31097,8.11537
830,-16.23992,12.57417,40.97979,31104,0.98911
830,-16.23992,12.57417,40.97979,31106,39.99069
632,-16.71098,14.67991,86.79861,31101,8.25004
632,-16.71098,14.67991,86.79861,31102,78.54858
995,-15.95152,13.61177,58.43191,31088,58.43191
51,-17.47162,14.75037,0.18857,31077,0.18857
1660,-11.50313,12.96697,336.50283,31099,336.50283
572,-16.90263,14.79928,16.99037,31102,16.99037
1583,-12.5898,13.37718,879.81338,31098,156.37312
1583,-12.5898,13.37718,879.81338,31099,18.10348
1583,-12.5898,13.37718,879.81338,31100,705.33678
982,-15.94588,12.58119,107.71405,31106,42.27617
982,-15.94588,12.58119,107.71405,31090,65.43788
82,-17.46355,14.68095,0.40341,31077,0.40341
729,-16.44874,14.11575,66.68043,31083,20.6746
729,-16.44874,14.11575,66.68043,31084,46.00584
562,-16.92695,14.80137,0.58257,31102,0.58257
721,-16.48461,16.02956,3.20791,31096,3.20791
871,-16.22332,15.61972,1.48042,31094,1.48042
239,-17.43704,14.72979,0.39822,31077,0.39822
1562,-12.7709,14.2871,565.95943,31098,565.95943
1491,-13.59729,13.39658,393.02134,31100,388.75244
1491,-13.59729,13.39658,393.02134,31091,4.26891
827,-16.25731,13.97338,64.59512,31084,60.23435
827,-16.25731,13.97338,64.59512,31087,4.36077
1314,-14.80066,13.98958,87.99554,31086,87.99554
270,-17.42791,14.72412,0.45322,31077,0.45322
1462,-13.67288,15.99739,83.24777,31095,83.24777
635,-16.71214,14.27072,87.56048,31083,81.84166
635,-16.71214,14.27072,87.56048,31101,5.71882
1488,-13.56682,13.62462,184.34459,31100,184.34459
1139,-15.62696,13.18014,144.87409,31090,144.87409
1285,-14.92527,12.92779,116.25354,31089,116.25354
204,-17.44274,14.71537,0.38094,31077,0.38094
63,-17.46855,14.74889,0.09485,31077,0.09485
1236,-15.20624,12.92855,360.55588,31089,41.98646
1236,-15.20624,12.92855,360.55588,31090,318.56942
1521,-13.27074,14.11254,1283.71376,31098,1283.71376
1602,-12.39194,14.83714,23.05854,31098,23.05854
1074,-15.84695,14.8611,5.62411,31082,5.62411
1153,-15.60853,13.76196,151.4176,31086,50.69419
1153,-15.60853,13.76196,151.4176,31088,100.72341
894,-16.18192,14.69715,94.84829,31081,94.84829
1198,-15.4681,16.58907,45.09803,31096,45.09803
475,-17.22592,14.69908,4.91221,31079,4.91221
605,-16.81394,14.9545,1.14761,31103,1.14761
583,-16.87581,14.29091,59.88311,31101,59.88311
682,-16.52391,14.71418,45.01446,31080,45.01446
1464,-13.6762,13.76786,1.81999,31100,1.81999
735,-16.41223,12.67181,127.55171,31104,127.55171
1122,-15.70038,16.47206,3.98274,31096,3.98274
1090,-15.82151,12.78124,86.29197,31090,86.29197
891,-16.15984,14.56893,125.68218,31081,99.62987
891,-16.15984,14.56893,125.68218,31083,21.55311
891,-16.15984,14.56893,125.68218,31085,4.49919
403,-17.33465,14.77464,0.69635,31078,0.69635
454,-17.27032,14.71557,0.34708,31079,0.34708
997,-15.91651,13.91073,82.7107,31087,74.62633
997,-15.91651,13.91073,82.7107,31088,8.08438
1419,-13.99368,13.71074,298.28809,31100,298.28809
1206,-15.42392,13.9716,150.73009,31086,150.73009
906,-16.109,14.14228,25.95457,31087,25.95457
383,-17.35922,14.78737,1.02233,31078,1.02233
94,-17.46165,14.68818,0.32787,31077,0.32787
903,-16.13178,16.22935,195.21392,31096,195.21392
1372,-14.34516,14.08216,210.42284,31100,210.42284
1135,-15.61147,14.39817,166.9707,31086,166.9707
1400,-14.14774,16.46415,51.72838,31097,51.72838
1121,-15.66619,13.02036,98.16311,31090,98.16311
1169,-15.55286,14.11687,102.55589,31086,102.55589
1398,-14.19367,15.08501,1614.47135,31095,1614.47135
508,-17.01671,14.59078,38.43202,31101,38.43202
851,-16.22574,12.8063,3.99771,31104,3.99771
102,-17.45891,14.71219,0.19954,31077,0.19954
626,-16.72251,12.96082,60.04343,31104,60.04343
288,-17.42434,14.76212,0.24559,31078,0.24559
38,-17.47447,14.72392,0.37362,31077,0.37362
774,-16.3746,12.91007,144.66045,31104,144.66045
910,-16.10511,14.24453,52.2087,31085,39.88526
910,-16.10511,14.24453,52.2087,31087,12.32344
942,-16.06106,14.15648,3.07764,31085,1.47433
942,-16.06106,14.15648,3.07764,31087,1.6033
1361,-14.44502,14.18378,236.60764,31100,236.60764
712,-16.4899,16.01574,0.34711,31096,0.34711
178,-17.44693,14.75562,0.16232,31077,0.16232
1641,-12.06182,13.14835,139.88537,31099,139.88537
824,-16.26423,12.4862,76.94636,31106,76.94636
1029,-15.89855,16.30025,262.81451,31096,262.81451
456,-17.26886,14.78374,5.91318,31079,5.91318
624,-16.7123,12.35693,25.66365,31105,25.66365
1658,-11.55634,13.1529,330.80652,31099,330.80652
846,-16.22345,12.82353,55.07521,31104,55.07521
655,-16.63231,15.10002,35.67719,31103,35.67719
1126,-15.63359,14.89584,336.11164,31082,8.1971
1126,-15.63359,14.89584,336.11164,31085,22.80722
1126,-15.63359,14.89584,336.11164,31093,305.10732
888,-16.18455,14.07765,133.89218,31084,42.0303
888,-16.18455,14.07765,133.89218,31087,91.86188
313,-17.40638,14.7516,0.68167,31078,0.68167
73,-17.46597,14.70582,0.3406,31077,0.3406
1099,-15.74285,14.76672,193.36951,31082,86.85206
1099,-15.74285,14.76672,193.36951,31085,106.51745
541,-16.94394,14.77742,2.3212,31102,2.3212
429,-17.3008,14.75282,2.20404,31079,2.20404
887,-16.16119,13.6799,129.03473,31084,120.3274
887,-16.16119,13.6799,129.03473,31088,8.70733
750,-16.39355,14.40693,72.45872,31083,72.45872
703,-16.49773,16.02466,0.58669,31096,0.58669
1576,-12.65364,13.01096,589.73779,31099,589.73779
695,-16.50762,16.01652,1.91593,31096,1.91593
662,-16.61834,13.91247,215.71875,31084,215.71875
1100,-15.78485,13.01704,321.9674,31104,20.76492
1100,-15.78485,13.01704,321.9674,31090,301.20249
885,-16.19026,12.65335,98.44642,31104,98.10142
885,-16.19026,12.65335,98.44642,31106,0.345
946,-16.07482,13.76405,81.47594,31088,81.47594
255,-17.43517,14.74191,0.31869,31077,0.31869
743,-16.4327,13.70145,74.62507,31084,74.62507
412,-17.3275,14.77657,0.94582,31078,0.94582
1574,-12.68151,15.07464,43.88861,31095,19.49515
1574,-12.68151,15.07464,43.88861,31098,24.39346
381,-17.36181,14.77821,0.60692,31078,0.60692
1091,-15.82115,16.48361,52.18373,31096,52.18373
1221,-15.3374,14.81258,362.16438,31093,362.16438
1490,-13.53557,16.12758,44.61189,31095,44.61189
1495,-13.5213,15.81507,133.96037,31095,133.96037
837,-16.23967,14.42909,52.94539,31083,52.94539
597,-16.83505,14.91689,26.31057,31103,26.31057
1329,-14.68151,13.68865,344.37129,31100,344.37129
548,-16.95705,14.61802,68.46331,31101,38.17647
548,-16.95705,14.61802,68.46331,31102,30.28684
1604,-12.44875,13.70679,828.00684,31098,828.00684
1223,-15.30022,14.06658,151.9228,31086,151.9228
645,-16.68051,14.47828,74.08044,31101,74.08044
1113,-15.75071,14.22236,145.45776,31085,1.23955
1113,-15.75071,14.22236,145.45776,31086,144.21821
229,-17.43947,14.75591,0.11454,31077,0.11454
210,-17.44238,14.72357,0.28126,31077,0.28126
1408,-14.09125,13.14949,62.57803,31091,62.57803
442,-17.28561,14.71466,0.41587,31079,0.41587
935,-16.06921,14.16387,0.67691,31087,0.67691
840,-16.25184,12.74725,62.54122,31104,62.54122
1665,-11.45134,12.65799,162.12739,31099,162.12739
1344,-14.53966,14.67285,634.27417,31100,19.33926
1344,-14.53966,14.67285,634.27417,31093,614.93491
651,-16.64746,14.64868,35.89369,31080,3.55039
651,-16.64746,14.64868,35.89369,31101,17.27285
651,-16.64746,14.64868,35.89369,31102,15.07045
1430,-13.95398,13.87609,331.92046,31100,331.92046
1503,-13.47326,13.85959,114.29254,31098,65.42282
1503,-13.47326,13.85959,114.29254,31100,48.86972
569,-16.91417,14.78289,0.4368,31102,0.4368
107,-17.45938,14.73725,0.20527,31077,0.20527
1513,-13.34027,13.37331,485.83385,31098,200.23403
1513,-13.34027,13.37331,485.83385,31100,285.59982
394,-17.35273,14.74945,0.67005,31078,0.67005
696,-16.50521,16.02531,0.70439,31096,0.70439
1431,-13.95439,13.03112,222.09824,31091,222.09824
1183,-15.51232,15.78827,678.24662,31094,253.85421
1183,-15.51232,15.78827,678.24662,31096,9.46181
1183,-15.51232,15.78827,678.24662,31093,414.9306
1638,-12.14014,13.24314,723.08544,31098,68.38041
1638,-12.14014,13.24314,723.08544,31099,654.70504
1594,-12.45876,14.90003,3.26688,31098,3.26688
250,-17.43294,14.67326,0.19978,31077,0.19978
505,-17.04131,14.4533,5.24701,31101,5.24701
800,-16.28919,12.58502,9.34659,31104,4.6776
800,-16.28919,12.58502,9.34659,31106,4.66899
202,-17.44321,14.67812,0.21135,31077,0.21135
1355,-14.52303,14.44348,170.00903,31100,170.00903
129,-17.45457,14.75677,0.13677,31077,0.13677
469,-17.24659,14.80615,39.22742,31079,39.22742
474,-17.23249,14.69013,0.6496,31079,0.6496
292,-17.42465,14.74965,0.66999,31077,0.48785
292,-17.42465,14.74965,0.66999,31078,0.18213
963,-16.01205,14.04397,133.14101,31087,133.14101
514,-17.02133,15.00315,77.00478,31103,77.00478
613,-16.77526,14.93431,59.51589,31103,59.51589
1388,-14.20856,16.35568,136.97068,31097,136.97068
1056,-15.87183,14.85472,0.26104,31082,0.26104
1262,-15.0102,14.96845,861.79491,31093,861.79491
1529,-13.18586,15.50041,105.30325,31095,105.30325
847,-16.23665,14.65639,0.67161,31081,0.67161
628,-16.74274,13.91477,52.15467,31083,1.29377
628,-16.74274,13.91477,52.15467,31084,50.8609
1652,-11.66156,12.48783,350.32098,31099,350.32098
1336,-14.63352,16.56888,100.17163,31097,100.17163
663,-16.59284,14.54563,91.29382,31101,91.29382
606,-16.81656,14.95005,0.67806,31103,0.67806
552,-16.93254,14.79768,0.34481,31102,0.34481
1055,-15.87364,14.86143,0.25968,31082,0.25968
1475,-13.66488,13.77538,1.08186,31100,1.08186
791,-16.29984,12.58355,50.19513,31104,29.29176
791,-16.29984,12.58355,50.19513,31106,20.90337
1296,-14.92683,13.09881,484.7394,31089,484.7394
337,-17.38744,14.77999,0.28295,31078,0.28295
251,-17.43586,14.75623,0.25284,31077,0.25284
727,-16.47356,14.69713,22.53355,31080,22.53355
510,-17.03742,14.8776,55.38442,31103,55.38442
1224,-15.29839,13.92597,200.24081,31086,200.24081
307,-17.41296,14.77501,0.53762,31078,0.53762
1158,-15.57877,15.3447,178.54362,31093,178.54362
78,-17.46646,14.74089,0.25625,31077,0.25625
39,-17.47509,14.71136,0.18703,31077,0.18703
848,-16.23914,14.67066,2.07544,31081,2.07544
875,-16.21683,15.62531,0.75423,31094,0.75423
637,-16.72977,14.07001,65.97834,31083,56.05757
637,-16.72977,14.07001,65.97834,31084,0.79877
637,-16.72977,14.07001,65.97834,31101,9.122
1346,-14.57778,14.0069,124.60818,31100,42.85135
1346,-14.57778,14.0069,124.60818,31086,81.75683
365,-17.37185,14.74912,0.43337,31078,0.43337
1141,-15.6159,16.15419,127.19007,31096,127.19007
1053,-15.8605,15.08218,163.31452,31092,127.7496
1053,-15.8605,15.08218,163.31452,31093,35.56491
145,-17.45231,14.76241,0.45471,31077,0.45471
1263,-15.02346,15.45544,368.99688,31093,368.99688
1647,-11.93107,12.88454,539.15157,31099,539.15157
821,-16.29373,14.56947,91.11092,31081,25.52235
821,-16.29373,14.56947,91.11092,31083,65.58857
623,-16.75614,14.33565,72.86277,31083,6.82967
623,-16.75614,14.33565,72.86277,31101,66.03311
668,-16.58369,12.57096,117.00236,31105,113.18865
668,-16.58369,12.57096,117.00236,31106,3.81372
395,-17.35081,14.78141,0.67026,31078,0.67026
321,-17.398,14.74934,0.29509,31078,0.29509
1207,-15.37758,14.71737,132.61707,31085,99.59508
1207,-15.37758,14.71737,132.61707,31086,11.1213
1207,-15.37758,14.71737,132.61707,31093,21.90069
647,-16.63038,14.178,157.36235,31083,157.36235
698,-16.50542,16.03091,0.7323,31096,0.7323
1160,-15.5413,12.70755,85.62064,31090,85.62064
1351,-14.53662,14.50914,185.49132,31100,123.22482
1351,-14.53662,14.50914,185.49132,31093,62.2665
975,-15.9971,14.33875,64.88503,31085,64.88503
147,-17.45118,14.67856,0.12503,31077,0.12503
1151,-15.63523,12.93625,169.39715,31090,169.39715
345,-17.38445,14.77957,0.28691,31078,0.28691
87,-17.4632,14.71781,0.28087,31077,0.28087
1187,-15.52437,14.46766,202.69471,31086,202.69471
1104,-15.76047,12.53277,67.96742,31090,67.96742
964,-16.00589,12.64557,64.60813,31104,9.63018
964,-16.00589,12.64557,64.60813,31106,34.11271
964,-16.00589,12.64557,64.60813,31090,20.86523
711,-16.49252,16.02813,0.41091,31096,0.41091
1235,-15.26753,15.42589,217.34272,31093,217.34272
154,-17.45142,14.73213,0.24835,31077,0.24835
1306,-14.79675,14.82525,744.91828,31093,744.91828
1376,-14.30476,15.75487,638.08524,31097,638.08524
1330,-14.71456,14.39217,201.52997,31086,201.52997
1649,-11.75144,12.88132,370.82086,31099,370.82086
658,-16.61609,13.72115,133.13276,31084,133.13276
763,-16.35805,12.84651,56.92951,31104,56.92951
1019,-15.89733,14.88279,1.67694,31082,1.67694
959,-16.01661,14.72223,123.03455,31081,1.17851
959,-16.01661,14.72223,123.03455,31082,121.85604
322,-17.39817,14.77845,0.53307,31078,0.53307
1633,-12.18318,12.55372,14.7424,31099,14.7424
664,-16.61433,14.80335,61.45209,31080,37.50976
664,-16.61433,14.80335,61.45209,31102,23.94233
1270,-15.00749,14.45148,426.28233,31086,426.28233
1088,-15.78545,12.55853,70.53802,31090,70.53802
944,-16.06395,14.16834,14.31487,31085,12.35377
944,-16.06395,14.16834,14.31487,31087,1.96111
673,-16.59419,15.15592,138.46182,31103,89.64444
673,-16.59419,15.15592,138.46182,31092,48.81737
1238,-15.19369,16.50077,175.15915,31097,175.15915
246,-17.4345,14.66275,0.16584,31077,0.16584
494,-17.10972,14.9308,25.84171,31102,3.52004
494,-17.10972,14.9308,25.84171,31103,22.32167
390,-17.35596,14.73807,0.57684,31078,0.57684
1359,-14.46144,16.60853,111.53219,31097,111.53219
936,-16.0663,14.14426,1.02004,31087,1.02004
439,-17.28579,14.77158,1.95648,31079,1.95648
1363,-14.41455,13.55991,233.10188,31100,233.10188
1373,-14.35082,14.45587,785.62748,31095,0.4465
1373,-14.35082,14.45587,785.62748,31100,785.14479
1373,-14.35082,14.45587,785.62748,31093,0.03619
742,-16.43043,12.82159,69.50368,31104,69.50368
1499,-13.51033,16.04367,153.44463,31095,153.44463
1399,-14.186,12.89409,124.97382,31089,104.42461
1399,-14.186,12.89409,124.97382,31091,20.54921
952,-16.03421,15.53373,132.13348,31094,132.13348
591,-16.85245,14.56316,87.96996,31101,31.4324
591,-16.85245,14.56316,87.96996,31102,56.53756
183,-17.44474,14.70636,0.24641,31077,0.24641
1101,-15.7451,16.29826,125.34227,31096,125.34227
1299,-14.81462,12.94204,347.82408,31089,347.82408
598,-16.79322,14.50744,75.25872,31101,75.25872
361,-17.37516,14.75614,0.52575,31078,0.52575
1175,-15.49865,14.33482,194.75762,31086,194.75762
1229,-15.25043,12.7136,151.85732,31090,151.85732
672,-16.56044,13.13831,249.97279,31104,249.97279
336,-17.39044,14.78436,0.74875,31078,0.74875
1313,-14.81494,16.46073,232.3725,31097,232.3725
745,-16.41778,12.38074,124.44024,31105,53.90797
745,-16.41778,12.38074,124.44024,31106,70.53227
418,-17.31859,14.73875,0.51394,31078,0.49829
418,-17.31859,14.73875,0.51394,31079,0.01565
1124,-15.65611,12.64294,169.86443,31090,169.86443
1389,-14.18567,13.10398,111.79373,31091,111.79373
1421,-13.97164,16.03789,193.44849,31095,0.87435
1421,-13.97164,16.03789,193.44849,31097,192.57415
1079,-15.83417,14.8079,69.03893,31082,69.03893
344,-17.38332,14.76496,0.25239,31078,0.25239
981,-15.91731,15.92246,562.23204,31094,562.23204
179,-17.44637,14.67747,0.19755,31077,0.19755
1458,-13.70765,15.97743,201.20687,31095,201.20687
68,-17.46615,14.75055,0.24839,31077,0.24839
1640,-12.03753,14.10114,864.89323,31098,864.89323
877,-16.20992,15.60169,31.29098,31094,31.29098
818,-16.26601,12.67922,71.94806,31104,71.94806
1197,-15.468,14.83431,287.11821,31085,72.35501
1197,-15.468,14.83431,287.11821,31093,214.7632
214,-17.44046,14.66959,0.0789,31077,0.0789
1021,-15.87836,14.33437,60.51394,31085,60.51394
1011,-15.90459,14.8157,5.3235,31082,5.3235
1110,-15.76456,13.24563,222.89356,31104,12.63239
1110,-15.76456,13.24563,222.89356,31090,210.26117
443,-17.28026,14.7235,0.48811,31079,0.48811
488,-17.13688,14.74581,6.77881,31079,5.19601
488,-17.13688,14.74581,6.77881,31102,1.5828
41,-17.47526,14.71309,0.29393,31077,0.29393
853,-16.24023,15.63513,19.90924,31094,19.90924
272,-17.43014,14.76523,0.21939,31078,0.21939
817,-16.27877,13.85557,91.61254,31084,91.59555
817,-16.27877,13.85557,91.61254,31088,0.01698
772,-16.35382,15.14221,142.53049,31103,142.53049
49,-17.47059,14.72822,0.24301,31077,0.24301
1386,-14.29143,12.74052,202.50821,31089,119.05267
1386,-14.29143,12.74052,202.50821,31091,83.45554
446,-17.27618,14.74469,3.65535,31079,3.65535
833,-16.25818,15.22237,113.58016,31103,25.99891
833,-16.25818,15.22237,113.58016,31092,87.58126
634,-16.69893,14.63039,53.34538,31101,51.08001
634,-16.69893,14.63039,53.34538,31102,2.26537
771,-16.3621,14.69082,71.2524,31080,71.22482
771,-16.3621,14.69082,71.2524,31081,0.02758
297,-17.41797,14.73887,0.35621,31077,0.00933
297,-17.41797,14.73887,0.35621,31078,0.34688
1287,-14.93269,12.89385,2.39309,31089,2.39309
843,-16.24377,14.66652,7.41821,31081,7.41821
558,-16.92954,14.8159,4.60179,31102,4.60179
1222,-15.31299,15.20524,406.24746,31093,406.24746
228,-17.43806,14.67981,0.32808,31077,0.32808
670,-16.61722,14.88515,59.38628,31080,46.5782
670,-16.61722,14.88515,59.38628,31102,12.80808
354,-17.37832,14.7594,0.36791,31078,0.36791
192,-17.44592,14.7018,0.30487,31077,0.30487
886,-16.17778,12.59358,65.60736,31104,20.92507
886,-16.17778,12.59358,65.60736,31106,44.68229
1423,-13.98195,13.03782,79.30913,31091,79.30913
132,-17.45359,14.68833,0.21435,31077,0.21435
694,-16.51506,14.70513,35.59396,31080,35.59396
513,-17.01765,14.5258,34.75202,31101,34.75202
306,-17.41124,14.75217,0.63032,31078,0.63032
92,-17.46226,14.72685,0.14534,31077,0.14534
384,-17.36136,14.75937,0.28617,31078,0.28617
481,-17.16592,14.82036,57.5531,31079,46.6326
481,-17.16592,14.82036,57.5531,31102,10.9205
37,-17.47659,14.70383,0.30397,31077,0.30397
961,-16.01883,12.80777,51.68767,31104,50.98863
961,-16.01883,12.80777,51.68767,31090,0.69905
858,-16.2312,14.63284,38.98903,31081,38.70012
858,-16.2312,14.63284,38.98903,31083,0.28891
1213,-15.37875,14.0808,175.07775,31086,175.07775
854,-16.23328,14.66055,1.69769,31081,1.69769
630,-16.75403,15.19931,114.49822,31103,114.49355
630,-16.75403,15.19931,114.49822,31092,0.00467
283,-17.42578,14.6711,0.48703,31077,0.48703
1468,-13.67543,13.76517,1.0905,31100,1.0905
332,-17.39173,14.75254,0.29639,31078,0.29639
649,-16.64828,14.69351,55.9464,31080,2.19216
649,-16.64828,14.69351,55.9464,31102,53.75424
46,-17.47208,14.70847,0.25497,31077,0.25497
461,-17.26251,14.71457,0.36958,31079,0.36958
1114,-15.69315,13.6038,75.08131,31088,75.08131
177,-17.44702,14.68764,0.17219,31077,0.17219
58,-17.46946,14.73091,0.30869,31077,0.30869
1163,-15.5498,13.00534,110.50817,31090,110.50817
639,-16.7169,12.8259,298.09933,31104,298.09933
1385,-14.2333,13.03795,154.20617,31089,65.75592
1385,-14.2333,13.03795,154.20617,31091,88.45026
1397,-14.1525,12.93127,146.96217,31089,87.59165
1397,-14.1525,12.93127,146.96217,31091,59.37052
264,-17.43172,14.75763,0.21163,31077,0.21163
133,-17.45374,14.74798,0.28406,31077,0.28406
480,-17.17829,14.7365,27.98366,31079,27.98366
537,-16.94821,14.40311,2.13933,31101,2.13933
1280,-14.94047,12.90744,11.96762,31089,11.96762
1579,-12.61233,12.63645,434.13342,31099,434.13342
1254,-15.06979,15.38993,245.25568,31093,245.25568
196,-17.44377,14.76061,0.11562,31077,0.11562
1498,-13.47953,15.86097,72.28448,31095,72.28448
801,-16.29559,14.61704,49.37518,31080,10.41835
801,-16.29559,14.61704,49.37518,31081,38.95683
225,-17.43747,14.6629,0.16411,31077,0.16411
544,-16.95027,14.81506,23.33195,31102,13.4724
544,-16.95027,14.81506,23.33195,31103,9.85955
1514,-13.36258,15.9378,73.33313,31095,73.33313
866,-16.2101,14.66329,24.97316,31081,24.97316
433,-17.29886,14.73077,1.83141,31079,1.83141
993,-15.91202,14.03743,93.66013,31085,0.56766
993,-15.91202,14.03743,93.66013,31087,93.09246
764,-16.36741,13.85892,102.31849,31084,102.31849
1295,-14.88591,14.21075,221.13061,31086,221.13061
69,-17.46694,14.75642,0.28264,31077,0.28264
254,-17.4336,14.6599,0.17389,31077,0.17389
1585,-12.52694,15.01851,33.59692,31098,33.59692
1251,-15.14667,14.79881,620.67768,31093,620.67768
1276,-14.88115,15.5627,780.8632,31093,780.8632
612,-16.78288,12.47314,103.55039,31104,8.6475
612,-16.78288,12.47314,103.55039,31105,94.90288
1039,-15.87132,12.85615,120.00869,31090,120.00869
829,-16.25818,12.56165,4.96352,31106,4.96352
455,-17.27201,14.73309,1.1007,31079,1.1007
1312,-14.79261,13.9586,82.94008,31086,82.94008
1210,-15.39336,12.8642,94.56647,31090,94.56647
620,-16.71659,12.3973,64.79869,31105,64.79869
916,-16.09652,14.14466,2.10686,31087,2.10686
542,-16.94756,14.99815,81.02827,31103,81.02827
953,-16.06666,15.03058,102.68358,31082,8.41063
953,-16.06666,15.03058,102.68358,31092,94.27295
509,-17.016,14.45109,9.24752,31101,9.24752
376,-17.36077,14.79431,1.519,31078,1.519
333,-17.39193,14.74444,0.75295,31078,0.75295
1265,-15.06197,13.20501,440.352,31089,440.352
1317,-14.75008,16.57168,125.40744,31097,125.40744
430,-17.30499,14.76233,1.75417,31078,0.42464
430,-17.30499,14.76233,1.75417,31079,1.32954
966,-16.01012,14.60463,125.1081,31081,28.27703
966,-16.01012,14.60463,125.1081,31082,96.83107
1239,-15.2169,14.13381,178.3433,31086,178.3433
666,-16.63586,13.0392,240.52148,31104,240.52148
498,-17.07726,14.48492,7.60616,31101,7.60616
146,-17.45192,14.72288,0.12192,31077,0.12192
708,-16.49127,16.03019,1.27046,31096,1.27046
276,-17.42802,14.76144,0.14725,31077,0.02347
276,-17.42802,14.76144,0.14725,31078,0.12378
160,-17.44969,14.72026,0.23536,31077,0.23536
600,-16.80216,14.39429,34.23676,31101,34.23676
999,-15.93172,12.68646,74.79472,31090,74.79472
1533,-13.15219,15.38323,289.37114,31095,289.37114
873,-16.2048,14.43554,57.62023,31083,32.62422
873,-16.2048,14.43554,57.62023,31085,24.99601
1311,-14.79565,16.63308,68.21153,31097,68.21153
1526,-13.26212,15.65607,23.49596,31095,23.49596
702,-16.49748,16.01904,0.60915,31096,0.60915
895,-16.14968,14.47886,62.76056,31083,2.72942
895,-16.14968,14.47886,62.76056,31085,60.03114
930,-16.07694,14.1857,46.04353,31085,39.29049
